1300	7.267536149
1290	8.338262813
1280	9.262438826
1270	7.890802167
1260	5.989372447
1250	4.274989447
1240	4.304714454
1230	5.444315817
1220	6.181568747
1210	5.33257782
1200	4.380753187
1190	3.683417006
1180	3.340738852
1170	2.8999222
1160	2.545706681
1150	2.314577859
1140	2.946932292
1130	2.880562745
1120	2.399129107
1110	1.69001071
1100	1.7220167
1090	1.862973494
1080	2.104291978
1070	2.544210617
1060	2.08521969
1050	1.32267884
1040	1.289890282
1030	1.133240825
1020	1
1010	1.032717191
1000	1.137475045
990	1.426781852
980	2.006505104
970	1.700340856
960	1.274597756
950	1.295512509
940	1.31343227
930	1.220757537
920	1.149285846
910	1.258590108
900	1.222654083
890	1.449676057
880	1.612883582
870	1.769254967
860	1.440927113
850	1.271975841
840	1.359113089
830	1.256822487
820	1.197147959
810	2.024856504
800	2.034799802
790	2.182720715
780	2.457279106
770	2.37247402
760	2.433912194
750	2.392246245
740	2.56676537
730	2.808266161
720	3.677318578
710	4.335629164
700	4.625110313
