1300	8.88588
1290	9.33509
1280	9.89994
1270	10.3612
1260	10.51817
1250	10.62091
1240	10.89385
1230	11.26835
1220	11.61895
1210	11.81179
1200	12.16217
1190	12.68713
1180	12.67084
1170	12.38757
1160	12.33291
1150	13.05692
1140	13.46614
1130	13.21931
1120	13.25019
1110	13.43752
1100	13.69364
1090	14.21822
1080	14.71562
1070	15.22921
1060	14.95383
1050	15.83836
1040	16.4673
1030	16.31311
1020	16.47292
1010	16.73733
1000	17.46179
990	17.9879
980	18.94947
970	19.87833
960	20.36479
950	20.92477
940	21.03566
930	23.53932
920	24.19136
910	24.601
900	25.11879
890	26.111
880	26.94164
870	26.64174
860	27.05506
850	29.19921
840	29.66026
830	30.28539
820	30.91315
810	33.45545
800	35.97453
790	36.99466
780	38.92729
770	40.05404
760	41.94359
750	42.19574
740	43.55646
730	43.95697
720	45.41104
710	45.41629
700	46.30081
