1080.0		3.68
1070.0		9.57
1060.0		14.49
1050.0		32.64
1040.0		41.26
1030.0		57.48
1020.0		79.63
1010.0		77.77
1000.0		73.32
990.0		65.77
980.0		59.84
970.0		89.8
960.0		126.05
950.0		136.29
940.0		127.88
930.0		176.16
920.0		208.62
910.0		208.81
900.0		241.77
890.0		245.96
880.0		297.66
870.0		351.43
860.0		555.09
850.0		711.59
840.0		761.88
830.0		867.45
820.0		1001.78
810.0		750.35
800.0		698.97
790.0		624.52
780.0		569.31
770.0		530.66
760.0		549.8
750.0		574.18
740.0		714.09
730.0		732.99
720.0		588.42
710.0		481.29
700.0		391.83
