1080.0		18.06
1070.0		17.26
1060.0		23.32
1050.0		45.26
1040.0		50.27
1030.0		60.41
1020.0		73.98
1010.0		77.77
1000.0		71.84
990.0		58.29
980.0		45.6
970.0		64.96
960.0		82.46
950.0		59.76
940.0		54.36
930.0		67.31
920.0		72.24
910.0		63.92
900.0		67.75
890.0		68.35
880.0		68.61
870.0		71.95
860.0		104.83
850.0		122.77
840.0		130.93
830.0		149.65
820.0		152.68
810.0		136.0
800.0		123.21
790.0		111.1
780.0		102.97
770.0		95.13
760.0		95.08
750.0		89.04
740.0		117.66
730.0		133.64
720.0		108.8
710.0		90.0
700.0		83.06
