1080.0		12.09
1070.0		11.1
1060.0		14.44
1050.0		27.74
1040.0		31.14
1030.0		36.16
1020.0		44.34
1010.0		45.3
1000.0		41.61
990.0		33.91
980.0		27.49
970.0		38.35
960.0		47.26
950.0		34.66
940.0		32.32
930.0		40.2
920.0		41.9
910.0		38.22
900.0		38.45
890.0		38.96
880.0		40.19
870.0		41.85
860.0		59.6
850.0		70.11
840.0		74.77
830.0		85.91
820.0		88.72
810.0		78.27
800.0		70.29
790.0		65.26
780.0		59.62
770.0		54.71
760.0		55.29
750.0		52.03
740.0		67.57
730.0		77.17
720.0		62.54
710.0		53.72
700.0		48.95
