1.080000000000000000e+03 3.680000000000000160e+00 1.509999999999999964e+01 2.789999999999999858e+01
1.070000000000000000e+03 9.570000000000000284e+00 1.531000000000000050e+01 2.891000000000000014e+01
1.060000000000000000e+03 1.449000000000000021e+01 2.439999999999999858e+01 4.860000000000000142e+01
1.050000000000000000e+03 3.264000000000000057e+01 6.102000000000000313e+01 1.224300000000000068e+02
1.040000000000000000e+03 4.125999999999999801e+01 7.818000000000000682e+01 1.609399999999999977e+02
1.030000000000000000e+03 5.747999999999999687e+01 1.117699999999999960e+02 2.269600000000000080e+02
1.020000000000000000e+03 7.962999999999999545e+01 1.520500000000000114e+02 3.103899999999999864e+02
1.010000000000000000e+03 7.776999999999999602e+01 1.475399999999999920e+02 3.068000000000000114e+02
1.000000000000000000e+03 7.331999999999999318e+01 1.466699999999999875e+02 2.934900000000000091e+02
9.900000000000000000e+02 6.576999999999999602e+01 1.265900000000000034e+02 2.573799999999999955e+02
9.800000000000000000e+02 5.984000000000000341e+01 1.140699999999999932e+02 2.369900000000000091e+02
9.700000000000000000e+02 8.979999999999999716e+01 1.802800000000000011e+02 3.574800000000000182e+02
9.600000000000000000e+02 1.260499999999999972e+02 2.500399999999999920e+02 5.043700000000000045e+02
9.500000000000000000e+02 1.362899999999999920e+02 2.660899999999999750e+02 5.353899999999999864e+02
9.400000000000000000e+02 1.278799999999999955e+02 2.603399999999999750e+02 5.086499999999999773e+02
9.300000000000000000e+02 1.761599999999999966e+02 3.429900000000000091e+02 6.881599999999999682e+02
9.200000000000000000e+02 2.086200000000000045e+02 4.225600000000000023e+02 8.150800000000000409e+02
9.100000000000000000e+02 2.088100000000000023e+02 4.228700000000000045e+02 8.353200000000000500e+02
9.000000000000000000e+02 2.417700000000000102e+02 4.883700000000000045e+02 9.415099999999999909e+02
8.900000000000000000e+02 2.459600000000000080e+02 5.042400000000000091e+02 9.550700000000000500e+02
8.800000000000000000e+02 2.976600000000000250e+02 6.018400000000000318e+02 1.134809999999999945e+03
8.700000000000000000e+02 3.514300000000000068e+02 7.048600000000000136e+02 1.312890000000000100e+03
8.600000000000000000e+02 5.550900000000000318e+02 1.099950000000000045e+03 1.976789999999999964e+03
8.500000000000000000e+02 7.115900000000000318e+02 1.358619999999999891e+03 2.422260000000000218e+03
8.400000000000000000e+02 7.618799999999999955e+02 1.476400000000000091e+03 2.592289999999999964e+03
8.300000000000000000e+02 8.674500000000000455e+02 1.669910000000000082e+03 2.862110000000000127e+03
8.200000000000000000e+02 1.001779999999999973e+03 1.868289999999999964e+03 3.146349999999999909e+03
8.100000000000000000e+02 7.503500000000000227e+02 1.457039999999999964e+03 2.553150000000000091e+03
8.000000000000000000e+02 6.989700000000000273e+02 1.365779999999999973e+03 2.431489999999999782e+03
7.900000000000000000e+02 6.245199999999999818e+02 1.247059999999999945e+03 2.218889999999999873e+03
7.800000000000000000e+02 5.693099999999999454e+02 1.084950000000000045e+03 2.014359999999999900e+03
7.700000000000000000e+02 5.306599999999999682e+02 1.043789999999999964e+03 1.901690000000000055e+03
7.600000000000000000e+02 5.497999999999999545e+02 1.088329999999999927e+03 1.951819999999999936e+03
7.500000000000000000e+02 5.741799999999999500e+02 1.125170000000000073e+03 2.035470000000000027e+03
7.400000000000000000e+02 7.140900000000000318e+02 1.373450000000000045e+03 2.423190000000000055e+03
7.300000000000000000e+02 7.329900000000000091e+02 1.395579999999999927e+03 2.444099999999999909e+03
7.200000000000000000e+02 5.884199999999999591e+02 1.117809999999999945e+03 2.028839999999999918e+03
7.100000000000000000e+02 4.812900000000000205e+02 9.107300000000000182e+02 1.692599999999999909e+03
7.000000000000000000e+02 3.918299999999999841e+02 7.435000000000000000e+02 1.398130000000000109e+03
